Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Michael O'Loughlin Butchers SKU,[SM] Michael O'Loughlin Butchers Best Price List,[SM] Michael O'Loughlin Butchers In Stock,[SM] Michael O'Loughlin Butchers Best Price,[SM] Michael O'Loughlin Butchers Units per Case,[SM] Michael O'Loughlin Butchers Converted To,[SM] Michael O'Loughlin Butchers Unit Price,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,[SM] Smyths Butchers SKU,[SM] Smyths Butchers Best Price List,[SM] Smyths Butchers In Stock,[SM] Smyths Butchers Best Price,[SM] Smyths Butchers Units per Case,[SM] Smyths Butchers Converted To,[SM] Smyths Butchers Unit Price,Ballycotton Seafood SKU,Ballycotton Seafood Best Price List,Ballycotton Seafood In Stock,Ballycotton Seafood Best Price,Ballycotton Seafood Units per Case,Ballycotton Seafood Converted To,Ballycotton Seafood Unit Price,Flesk Meats & Food Service Ltd SKU,Flesk Meats & Food Service Ltd Best Price List,Flesk Meats & Food Service Ltd In Stock,Flesk Meats & Food Service Ltd Best Price,Flesk Meats & Food Service Ltd Units per Case,Flesk Meats & Food Service Ltd Converted To,Flesk Meats & Food Service Ltd Unit Price,Frylite Ltd SKU,Frylite Ltd Best Price List,Frylite Ltd In Stock,Frylite Ltd Best Price,Frylite Ltd Units per Case,Frylite Ltd Converted To,Frylite Ltd Unit Price,John Lane & Sons Tralee Ltd SKU,John Lane & Sons Tralee Ltd Best Price List,John Lane & Sons Tralee Ltd In Stock,John Lane & Sons Tralee Ltd Best Price,John Lane & Sons Tralee Ltd Units per Case,John Lane & Sons Tralee Ltd Converted To,John Lane & Sons Tralee Ltd Unit Price,La Rousse Foods SKU,La Rousse Foods Best Price List,La Rousse Foods In Stock,La Rousse Foods Best Price,La Rousse Foods Units per Case,La Rousse Foods Converted To,La Rousse Foods Unit Price,Lee Strand Co-operative Creamery Ltd SKU,Lee Strand Co-operative Creamery Ltd Best Price List,Lee Strand Co-operative Creamery Ltd In Stock,Lee Strand Co-operative Creamery Ltd Best Price,Lee Strand Co-operative Creamery Ltd Units per Case,Lee Strand Co-operative Creamery Ltd Converted To,Lee Strand Co-operative Creamery Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Mary's Fish T/A Chef's Choice Fish Company Ltd SKU,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price List,Mary's Fish T/A Chef's Choice Fish Company Ltd In Stock,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price,Mary's Fish T/A Chef's Choice Fish Company Ltd Units per Case,Mary's Fish T/A Chef's Choice Fish Company Ltd Converted To,Mary's Fish T/A Chef's Choice Fish Company Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Star Seafoods Ltd SKU,Star Seafoods Ltd Best Price List,Star Seafoods Ltd In Stock,Star Seafoods Ltd Best Price,Star Seafoods Ltd Units per Case,Star Seafoods Ltd Converted To,Star Seafoods Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Wicked Desserts Ltd SKU,Wicked Desserts Ltd Best Price List,Wicked Desserts Ltd In Stock,Wicked Desserts Ltd Best Price,Wicked Desserts Ltd Units per Case,Wicked Desserts Ltd Converted To,Wicked Desserts Ltd Unit Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) SKU,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price List,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) In Stock,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Units per Case,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Converted To,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Unit Price,Wrights of Howth SKU,Wrights of Howth Best Price List,Wrights of Howth In Stock,Wrights of Howth Best Price,Wrights of Howth Units per Case,Wrights of Howth Converted To,Wrights of Howth Unit Price
Lamb,646802,Food,Meat & Poultry,Lamb (Chilled),Lamb : Liver : 2kg,,Kg,kg,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0,18167,Greyhound Racing Ireland Price List,Yes,0,1.0000000,kg,0
Lamb,289603,Food,Meat & Poultry,Lamb (Chilled),Lamb : Mince,,Kg,kg,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LAMIN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Lamb,201478,Food,Meat & Poultry,Lamb (Chilled),Lamb : Rump,,Kg,kg,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,LA0063,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Lamb,351273,Food,Meat & Poultry,Lamb (Chilled),Lamb : Shank,,2x1each,each,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0,LA020,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,each,0
,804571,Food,Meat & Poultry,Lamb (Chilled),Slaney Valley Lamb : Fore Shank,Slaney Valley,2x310g,g,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0,491195,Greyhound Racing Ireland Group Price List,Yes,0,0.6200000,kg,0
,858647,Food,Meat & Poultry,Pork (Chilled),Pork : Baby Back Ribs,,1x10kg,kg,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PORSPRIBAB,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0
Pork,210234,Food,Meat & Poultry,Pork (Chilled),Pork : Belly,,Kg,kg,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO007,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,495064,Food,Meat & Poultry,Pork (Chilled),Pork : Belly : 4-5kg : Boneless : Streaky,,Kg,kg,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK110,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,566332,Food,Meat & Poultry,Pork (Chilled),Pork : Belly : Rind On,,Kg,kg,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0401,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0
Pork,222607,Food,Meat & Poultry,Pork (Chilled),Pork : Belly : Rindless,,Kg,kg,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0011,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,201564,Food,Meat & Poultry,Pork (Chilled),Pork : Cutlet,,Kg,kg,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0020,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,1164351,Food,Meat & Poultry,Pork (Chilled),Pork : Loin : Bone Out,,Kg,kg,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PO013,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,442118,Food,Meat & Poultry,Pork (Chilled),Pork : Loin : Stuffed,,Kg,kg,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0002,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,329926,Food,Meat & Poultry,Pork (Chilled),Pork : Ribs,,Kg,kg,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0402,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,612270,Food,Meat & Poultry,Pork (Chilled),Pork : Sausage Meat,,Kg,kg,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PK0061,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Pork,303434,Food,Meat & Poultry,Pork (Chilled),Pork : Shoulder : Boneless,,Kg,kg,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0,PK0072,Greyhound Racing Ireland Group Price List,No,0,1.0000000,kg,0
